Work Order ID,Description,Status,Work Group,Program,Report Date,Service Address,Completion Date,Duration (hours),Failure Class,Problem,Service Request ID,Work Order Priority,Council District,Fiscal Year,Valid Duration,Meets Standard
18-389556,Tree Issue ROW/low limb/: 5911 PINO LN,Closed,SBO Trees,Forestry,10/04/2018 01:19:46 PM,5911 PINO LN,10/23/2018 11:15:00 AM,453.921,ROW Trees,Investigate Work Request,CSR18-00335396,2,2,FY2019,1,0
18-389559,"Tree Issue ROW/low limb/4606 TURNSTONE DR,",Closed,SBO Trees,Forestry,10/04/2018 01:21:43 PM,4606 TURNSTONE DR,11/08/2018 02:00:00 PM,841.638,ROW Trees,Investigate Work Request,CSR18-00335402,2,2,FY2019,1,0
18-389563,Tree Issue ROW/low limb/2313 DEADWOOD DR,Closed,SBO Trees,Forestry,10/04/2018 01:23:06 PM,2313 DEADWOOD DR,11/13/2018 01:15:00 PM,960.865,ROW Trees,Investigate Work Request,CSR18-00335405,2,2,FY2019,1,0
18-389599,Debris in Street/glass/ 3815 DRY CREEK DR,Closed,SBO District North,District Maintenance,10/04/2018 02:35:35 PM,3815 DRY CREEK DR,10/04/2018 03:45:00 PM,1.157,Street Surface Assets,Debris in Street,CSR18-00335539,2,10,FY2019,1,1
18-389600,"Debris in Street/ glass/ 3800 DRY CREEK DR,",Closed,SBO District North,District Maintenance,10/04/2018 02:35:39 PM,3800 DRY CREEK DR,10/04/2018 03:45:00 PM,1.156,Street Surface Assets,Debris in Street,CSR18-00335540,2,10,FY2019,1,1
18-389688,Tree Issue ROW/Broken/4407 Red River,Closed,SBO District North,District Maintenance,10/04/2018 03:13:31 PM,4407 RED RIVER ST,10/05/2018 03:30:00 PM,24.275,ROW Trees,Broken or Hanging Branch,CSR18-00335626,2,9,FY2019,1,1
18-389782,Tree Issue ROW / 1022 Harwood Pl. at Kenwood Ave.,Closed,SBO District North,District Maintenance,10/04/2018 04:41:22 PM,1022 HARWOOD PL,10/04/2018 06:15:00 PM,1.561,ROW Trees,Broken or Hanging Branch,CSR18-00335781,2,9,FY2019,1,1
18-389812,Debris in Street / 609 Kinney Ave.,Closed,SBO District North,District Maintenance,10/04/2018 05:28:23 PM,609 KINNEY AVE,10/04/2018 06:15:00 PM,0.777,Street Surface Assets,Debris in Street,CSR18-00335839,2,5,FY2019,1,1
18-390618,Mowing Medians/high grass/11600 OLD SAN ANTONIO RD,Closed,SBO Vegetation Management,Forestry,10/04/2018 05:39:20 PM,11704 OLD SAN ANTONIO RD,12/12/2018 11:38:15 AM,1650.982,ROW Vegetation,Investigate Work Request,CSR18-00335849,2,5,FY2019,1,0
18-389955,Debris in Street / 9840 Childress Dr.,Closed,SBO District North,District Maintenance,10/04/2018 06:13:12 PM,9840 CHILDRESS DR,10/04/2018 07:45:00 PM,1.53,Street Surface Assets,Debris in Street,CSR18-00335893,2,4,FY2019,1,1
18-389925,Debris in Street /1600 Virginia Ave.,Closed,SBO District North,District Maintenance,10/04/2018 07:25:29 PM,1600 VIRGINIA AVE,10/05/2018 04:00:00 PM,20.575,Street Surface Assets,Debris in Street,CSR18-00336046,2,5,FY2019,1,1
18-390617,"Obstruction in ROW/high grass/ 4012 SPEEDWAY,",Closed,SBO Trees,Forestry,10/04/2018 07:47:30 PM,4012 SPEEDWAY,12/05/2018 12:00:00 AM,1469.208,ROW Trees,Investigate Work Request,CSR18-00336062,2,9,FY2019,1,0
18-390495,"Debris in Street,3108 W Highland Terrance,Sandbags","Work complete, Ready for QA (Quality Assurance)",SBO Downtown Maintenance,District Maintenance,10/04/2018 11:05:37 PM,3108 W HIGHLAND TER,10/05/2018 05:24:50 AM,6.32,Street Surface Assets,Debris in Street,CSR18-00336117,4,10,FY2019,1,1
18-390493,"Tree Issue ROW,5400 Rambling Range,Low Limbs",Closed,SBO Trees,Forestry,10/04/2018 11:46:13 PM,5400 RAMBLING RANGE,11/19/2018 11:45:00 AM,1092.98,ROW Trees,Investigate Work Request,CSR18-00336157,2,6,FY2019,1,0
18-390492,"Obstruction in ROW,7000 S 1st, Tall Grass",Closed,SBO District South,District Maintenance,10/05/2018 01:45:03 AM,6906 S 1ST ST,10/17/2018 11:07:52 AM,297.38,Street Surface Assets,Obstruction,CSR18-00336186,2,2,FY2019,1,0
18-390772,"Tree Issue ROW/low limbs/PEPPERTREE PKWY & DEADWOOD DR,",Closed,SBO Trees,Forestry,10/05/2018 08:03:29 AM,5300 PEPPERTREE PKWY,11/13/2018 01:00:00 PM,941.942,ROW Trees,Investigate Work Request,CSR18-00336279,4,2,FY2019,1,0
18-390812,"Tree Issue ROW/fallen tree/4711 YORK HILL DR,",Closed,SBO Trees,Forestry,10/05/2018 08:04:45 AM,4716 YORK HILL DR,10/05/2018 11:15:00 AM,3.171,ROW Trees,Broken or Hanging Branch,CSR18-00336280,5,1,FY2019,1,1
18-390683,"Tree Issue ROW/low limbs/10511 RIVER PLANTATION DR,",Closed,SBO Trees,Forestry,10/05/2018 08:06:08 AM,10511 RIVER PLANTATION DR,11/14/2018 01:45:00 PM,966.648,ROW Trees,Investigate Work Request,CSR18-00336283,2,5,FY2019,1,0
18-390682,"Tree Issue ROW/low limbs/1500 HASKELL ST,",Closed,SBO Trees,Forestry,10/05/2018 08:07:53 AM,1410 HASKELL ST,10/11/2018 02:30:00 PM,150.369,ROW Trees,Investigate Work Request,CSR18-00336286,3,3,FY2019,1,0
18-390811,"Tree Issue ROW/low limbs/5704 EXETER DR,",Closed,SBO Trees,Forestry,10/05/2018 08:19:42 AM,5704 EXETER DR,10/12/2018 10:30:00 AM,170.172,ROW Trees,Investigate Work Request,CSR18-00336303,4,1,FY2019,1,0
18-390805,Obstruction in ROW/sidewalk/,Closed,SBO District South,District Maintenance,10/05/2018 08:29:57 AM,8205 FLAXEN DR,10/05/2018 10:30:00 AM,2.001,Sidewalk Segments,Obstruction,CSR18-00336321,2,2,FY2019,1,1
18-390804,Obstruction in ROW/weeds/GROVE BLVD & MONTOPOLIS DR,Closed,SBO Vegetation Management,Forestry,10/05/2018 09:34:09 AM,2500 1/2 GROVE BLVD,10/09/2018 09:02:30 AM,95.472,ROW Vegetation,Investigate Work Request,CSR18-00336454,2,3,FY2019,1,0
18-390810,"Tree Issue ROW/low limbs/4304 DAVIS LN,",Closed,SBO Trees,Forestry,10/05/2018 09:40:20 AM,8976 WEST HOVE LOOP,11/19/2018 08:45:00 AM,1080.078,ROW Trees,Investigate Work Request,CSR18-00336466,2,8,FY2019,1,0
18-390877,Tree Issue ROW/low limbs/6200 YAUPON DR,Closed,SBO Trees,Forestry,10/05/2018 10:21:20 AM,6201 YAUPON DR,10/09/2018 01:00:00 PM,98.644,ROW Trees,Investigate Work Request,CSR18-00336555,2,10,FY2019,1,0
18-390873,"Obstruction in ROW/weeds/: MANOR RD & E 51ST ST,",Closed,SBO Vegetation Management,Forestry,10/05/2018 10:43:45 AM,5103 MANOR RD,10/09/2018 08:57:34 AM,94.23,ROW Vegetation,Investigate Work Request,CSR18-00336609,2,1,FY2019,1,0
18-390876,"Tree Issue ROW/low limbs/505 E 49TH ST,",Closed,SBO Trees,Forestry,10/05/2018 10:46:44 AM,4815 DUVAL ST,11/27/2018 12:00:00 AM,1262.221,ROW Trees,Investigate Work Request,CSR18-00336621,2,9,FY2019,1,0
18-390880,Obstruction in ROW/bushes/ 2410 LONGVIEW ST,Closed,SBO Vegetation Management,Forestry,10/05/2018 11:00:15 AM,2410 LONGVIEW ST,10/16/2018 01:00:00 PM,265.996,ROW Vegetation,Investigate Work Request,CSR18-00336654,2,9,FY2019,1,0
18-390973,Tree Issue ROW/Down/820 Plaza Dr,Closed,SBO Trees,Forestry,10/05/2018 12:23:42 PM,820 PLAZA DR,10/12/2018 12:00:00 PM,167.605,ROW Trees,Investigate Work Request,CSR18-00336829,2,1,FY2019,1,0
18-390974,Obstruction in ROW/Tall Grass/2500 Nueces St,Closed,SBO Vegetation Management,Forestry,10/05/2018 12:23:53 PM,2500 NUECES ST,01/17/2019 11:16:26 AM,2495.876,ROW Vegetation,Investigate Work Request,CSR18-00336830,2,9,FY2019,1,0
18-390975,Mowing Medians/Tall Grass/2700 Deeringhill Dr,Closed,SBO Vegetation Management,Forestry,10/05/2018 12:34:02 PM,7201 WEST GATE BLVD,10/09/2018 12:45:00 PM,96.183,ROW Trees,Investigate Work Request,CSR18-00336850,3,5,FY2019,1,0
18-391066,Tree Issue ROW/blocking sidewalk/ 2615 EUCLID AVE,Closed,SBO Trees,Forestry,10/05/2018 01:49:20 PM,2613 EUCLID AVE,10/05/2018 03:30:00 PM,1.678,ROW Trees,Investigate Work Request,CSR18-00337009,2,3,FY2019,1,1
18-391097,Obstruction in ROW/Tall Grass/North Hills Dr & Balcones Dr,Closed,SBO Vegetation Management,Forestry,10/05/2018 02:19:46 PM,6200 BALCONES DR,11/15/2018 12:43:24 PM,983.394,ROW Vegetation,Investigate Work Request,CSR18-00337063,2,10,FY2019,1,0
18-391157,Debris in Street/nails/5003 ROB SCOTT ST,Closed,SBO District North,District Maintenance,10/05/2018 03:11:42 PM,5003 ROB SCOTT ST,10/05/2018 06:15:00 PM,3.055,Street Surface Assets,Debris in Street,CSR18-00337160,2,1,FY2019,1,1
18-391158,Obstruction in ROW/Tall grass/W Howard Ln & mc Neil merrilltown rd,Closed,SBO Vegetation Management,Forestry,10/05/2018 03:13:04 PM,4300 W HOWARD LN,11/09/2018 08:19:22 PM,846.105,ROW Vegetation,Investigate Work Request,CSR18-00337162,2,7,FY2019,1,0
18-391191,Tree Issue ROW/Low Limb/3000 Oak Springs Dr,Closed,SBO Trees,Forestry,10/05/2018 03:15:45 PM,3000 OAK SPRINGS DR,10/08/2018 09:15:00 AM,65.988,ROW Trees,Investigate Work Request,CSR18-00337170,5,1,FY2019,1,1
18-391222,Debris in Street/Dumping/302 e 6th,Closed,SBO District North,District Maintenance,10/05/2018 04:12:43 PM,302 E 6TH ST,10/05/2018 08:45:00 PM,4.538,Street Surface Assets,Debris in Street,CSR18-00337286,2,9,FY2019,1,1
18-391399,Debris in Street /500 E. 39th St.,Closed,SBO District North,District Maintenance,10/05/2018 04:56:41 PM,507 E 39TH ST,10/05/2018 06:00:00 PM,1.055,Street Surface Assets,Debris in Street,CSR18-00337357,2,9,FY2019,1,1
18-391369,Debris in Street / 578 Cesar Chavez St,Closed,SBO District North,District Maintenance,10/05/2018 05:09:46 PM,600 E CESAR CHAVEZ ST,10/05/2018 06:45:00 PM,1.587,Street Surface Assets,Debris in Street,CSR18-00337382,2,9,FY2019,1,1
18-391572,TREE ISSUE/ FALLEN LIMB/  1022 HARWOOD PL,Closed,SBO District South,District Maintenance,10/05/2018 05:37:57 PM,1022 HARWOOD PL,03/09/2019 04:38:56 PM,3720.016,ROW Trees,Broken or Hanging Branch,CSR18-00337417,2,9,FY2019,1,0
18-391338,Debris in Street  4599 Teri Rd.,Closed,SBO District North,District Maintenance,10/05/2018 06:16:57 PM,4600 TERI RD,10/05/2018 07:30:00 PM,1.218,Street Surface Assets,Debris in Street,CSR18-00337484,2,2,FY2019,1,1
18-391540,Debris in Street /1061 Manor RD.,Closed,SBO Downtown Maintenance,District Maintenance,10/05/2018 09:18:33 PM,1104 MANOR RD,10/05/2018 11:15:00 PM,1.941,Street Surface Assets,Debris in Street,CSR18-00337623,2,1,FY2019,1,1
18-391576,DEBRIS IN ROW--GARBAGE BAG-- 1600 E PARMER LN,Closed,SBO District North,District Maintenance,10/05/2018 09:56:37 PM,1608 E PARMER LN,02/11/2019 06:14:53 PM,3093.304,Street Surface Assets,Debris in Street,CSR18-00337649,4,7,FY2019,1,0
18-391577,Debris in Street/ HORSE POOP/ W 4TH ST & SAN ANTONIO ST,Closed,SBO District Central,District Maintenance,10/05/2018 10:24:47 PM,301 1/2 SAN ANTONIO ST,10/05/2018 10:48:22 PM,0.393,Street Surface Assets,Debris in Street,CSR18-00337667,4,9,FY2019,1,1
18-393564,TREE ISSUE--BROKEN LIMB---38 ANTHONY ST,Closed,SBO After Hours,District Maintenance,10/06/2018 07:48:15 AM,38 ANTHONY ST,10/07/2018 10:00:00 AM,26.196,ROW Trees,Broken or Hanging Branch,CSR18-00337876,4,3,FY2019,1,1
18-393596,Debris in Street/8611 BROOKFIELD DR,Closed,SBO District North,District Maintenance,10/06/2018 09:06:33 AM,8611 BROOKFIELD DR,10/07/2018 12:00:00 PM,26.891,Street Surface Assets,Debris in Street,CSR18-00337946,4,4,FY2019,1,1
18-393597,Obstruction in ROW/W 44TH ST & SHOALWOOD AVE,Closed,SBO District Central,District Maintenance,10/06/2018 10:34:45 AM,4401 SHOALWOOD AVE,03/09/2019 04:38:56 PM,3703.07,Street Surface Assets,Obstruction,CSR18-00338042,2,10,FY2019,1,0
18-393598,"Tree Issue ROW/8211 LORALINDA DR,",Closed,SBO District North,District Maintenance,10/06/2018 11:51:44 AM,8211 LORALINDA DR,10/07/2018 12:15:00 PM,24.388,ROW Trees,Broken or Hanging Branch,CSR18-00338120,4,4,FY2019,1,1
18-393600,Obstruction in ROW/ 12224 TYSON CV B,Closed,SBO District North,District Maintenance,10/06/2018 02:05:46 PM,12224 TYSON CV,10/07/2018 01:00:00 PM,22.904,Street Surface Assets,Obstruction,CSR18-00338251,2,7,FY2019,1,1
18-393798,Alley & Unpaved Street Maintenance/503 W 37TH ST,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,10/06/2018 03:21:49 PM,503 W 37TH ST,12/04/2019 05:00:00 AM,10166.636,Street Surface Assets,Obstruction,CSR18-00338325,2,9,FY2019,1,0
18-393632,Debris in Street/2947 E 14TH ST,Closed,SBO District Central,District Maintenance,10/06/2018 06:08:34 PM,2947 E 14TH ST,10/07/2018 03:30:00 PM,21.357,Street Surface Assets,Debris in Street,CSR18-00338467,2,1,FY2019,1,1
18-393633,Tree Issue ROW/ 504 E 49TH ST,Closed,SBO District Central,District Maintenance,10/06/2018 06:38:40 PM,504 E 49TH ST,10/07/2018 05:30:00 PM,22.856,ROW Trees,Broken or Hanging Branch,CSR18-00338486,4,9,FY2019,1,1
18-393634,Tree Issue ROW/ S 1ST ST & COPELAND ST,Closed,SBO District South,District Maintenance,10/06/2018 07:12:42 PM,1006 S 1ST ST,02/21/2019 09:06:32 AM,3302.897,ROW Trees,Broken or Hanging Branch,CSR18-00338504,4,9,FY2019,1,0
18-393665,Debris in Street /3515 E 12TH ST,Closed,SBO After Hours,District Maintenance,10/06/2018 07:54:12 PM,3515 E 12TH ST,10/07/2018 03:45:00 PM,19.847,Street Surface Assets,Debris in Street,CSR18-00338535,4,1,FY2019,1,1
18-393238,Debris in Street/ BRUSH COUNTRY RD & YELLOW ROSE TRL,Closed,SBO Downtown Maintenance,District Maintenance,10/06/2018 09:54:57 PM,6500 BRUSH COUNTRY RD,10/07/2018 01:15:00 AM,3.334,Street Surface Assets,Debris in Street,CSR18-00338605,2,8,FY2019,1,1
18-393667,Obstruction in ROW/1411 WEST AVE,Closed,SBO District Central,District Maintenance,10/06/2018 11:40:19 PM,1411 WEST AVE,10/07/2018 03:00:00 PM,15.328,ROW Vegetation,Debris Removal,CSR18-00338683,2,9,FY2019,1,1
18-393669,Debris in Street/TWIN OAKS DR & SHOAL CREEK BLVD,Closed,SBO District North,District Maintenance,10/07/2018 08:05:59 AM,6601 SHOAL CREEK BLVD,10/07/2018 11:15:00 AM,3.15,Street Surface Assets,Debris in Street,CSR18-00338800,2,7,FY2019,1,1
18-393670,Tree Issue ROW/ 1904 W 5TH ST,Closed,SBO District Central,District Maintenance,10/07/2018 08:31:31 AM,1750 1/2 W 5TH ST,10/07/2018 03:00:00 PM,6.475,ROW Trees,Broken or Hanging Branch,CSR18-00338811,4,9,FY2019,1,1
18-393672,Tree Issue ROW/4810 PLACID PL,Closed,SBO After Hours,District Maintenance,10/07/2018 08:56:33 AM,4810 PLACID PL,10/07/2018 02:30:00 PM,5.558,ROW Trees,Broken or Hanging Branch,CSR18-00338830,4,10,FY2019,1,1
18-393702,"Debris in Street/ LYNDHURST ST & LAKELINE MALL DR,",Closed,SBO District North,District Maintenance,10/07/2018 09:32:57 AM,13535 LYNDHURST ST,10/07/2018 11:00:00 AM,1.451,Street Surface Assets,Debris in Street,CSR18-00338859,4,6,FY2019,1,1
18-393636,Debris in Street/ 1800 S 6TH ST,Closed,SBO After Hours,District Maintenance,10/07/2018 09:50:54 AM,1101 W ANNIE ST,10/07/2018 11:00:00 AM,1.152,Street Surface Assets,Debris in Street,CSR18-00338881,4,9,FY2019,1,1
18-393761,Debris in Street/12231 DESSAU RD,Closed,SBO District North,District Maintenance,10/07/2018 11:57:21 AM,12231 1/2 DESSAU RD,10/07/2018 01:30:00 PM,1.544,Street Surface Assets,Debris in Street,CSR18-00338996,2,1,FY2019,1,1
18-393762,Obstruction in ROW/CREEK MOUNTAIN & FM 2222 RD,Closed,SBO District Central,District Maintenance,10/07/2018 12:25:14 PM,5650 CREEK MOUNTAIN,10/07/2018 02:45:00 PM,2.329,Street Surface Assets,Obstruction,CSR18-00339016,2,10,FY2019,1,1
18-393949,Tree Issue ROW/ RIDDLE RD & WOMMACK RD,Closed,SBO District South,District Maintenance,10/07/2018 03:10:23 PM,2502 RIDDLE RD,02/21/2019 09:06:32 AM,3282.936,ROW Trees,Broken or Hanging Branch,CSR18-00339160,4,5,FY2019,1,0
18-393979,ROW TREE OBSTRUCTION---LOW LIMBS--E 16TH ST & ULIT AVE,Closed,SBO After Hours,District Maintenance,10/07/2018 03:14:36 PM,1601 ULIT AVE,10/07/2018 05:00:00 PM,1.757,ROW Trees,Investigate Work Request,CSR18-00339168,2,1,FY2019,1,1
18-393980,Tree Issue ROW/1600 NUECES ST,Closed,SBO District Central,District Maintenance,10/07/2018 03:23:22 PM,1600 NUECES ST,10/07/2018 05:00:00 PM,1.611,ROW Trees,Broken or Hanging Branch,CSR18-00339173,4,9,FY2019,1,1
18-394122,Street & Bridge - General/206 E ANNIE St,Closed,SBO District South,District Maintenance,10/07/2018 05:24:53 PM,206 E ANNIE ST,10/17/2018 10:11:55 AM,232.784,Street Surface Assets,Debris in Street,CSR18-00339287,2,9,FY2019,1,0
18-394123,ROW TREE ISSUE--BROKEN HANGING LIMB--PARKWAY & E WINDSOR RD,Closed,SBO After Hours,District Maintenance,10/07/2018 05:30:08 PM,2229 1/2 PARKWAY,10/07/2018 07:45:00 PM,2.248,ROW Trees,Broken or Hanging Branch,CSR18-00339292,4,9,FY2019,1,1
18-394124,"Tree Issue ROW/ 3815 CHERRYWOOD RD,",Closed,SBO District Central,District Maintenance,10/07/2018 05:42:41 PM,3815 CHERRYWOOD RD,10/07/2018 07:30:00 PM,1.789,ROW Trees,Broken or Hanging Branch,CSR18-00339297,4,9,FY2019,1,1
18-394155,"Tree Issue ROW/ 4720 PAGE ST, AUSTIN, TX 78723",Closed,SBO District Central,District Maintenance,10/07/2018 07:12:33 PM,4720 PAGE ST,10/07/2018 08:15:00 PM,1.041,ROW Trees,Broken or Hanging Branch,CSR18-00339364,4,9,FY2019,1,1
18-394214,Tree Cutting /2621 W 45TH ST,Closed,SBO Trees,Forestry,10/07/2018 07:50:59 PM,2621 W 45TH ST,12/03/2018 02:45:00 PM,1363.9,ROW Trees,Investigate Work Request,CSR18-00339398,2,10,FY2019,1,0
18-394243,Debris in Street/ 5000 CONVICT HILL RD,Closed,SBO District South,District Maintenance,10/07/2018 09:00:56 PM,5002 CONVICT HILL RD,10/07/2018 09:45:00 PM,0.734,Street Surface Assets,Debris in Street,CSR18-00339429,2,8,FY2019,1,1
18-394571,Obstruction in ROW/ BUSHES ON SIDEWALK/ 1217 WEST AVE,Closed,SBO Vegetation Management,Forestry,10/08/2018 01:52:52 AM,1210 WEST AVE,10/16/2018 12:00:00 PM,202.119,ROW Vegetation,Investigate Work Request,CSR18-00339586,2,9,FY2019,1,0
18-394837,"Tree Issue ROW/low limbs/ 5100 COMMERCIAL PARK DR,",Closed,SBO Trees,Forestry,10/08/2018 07:00:34 AM,5103 COMMERCIAL PARK DR,10/12/2018 11:00:00 AM,99.991,ROW Trees,Investigate Work Request,CSR18-00339638,4,1,FY2019,1,0
18-394910,Debris in tree/limb/1315 W ST JOHNS AVE,Closed,SBO District North,District Maintenance,10/08/2018 08:12:10 AM,1316 W ST JOHNS AVE,10/08/2018 09:45:00 AM,1.547,ROW Trees,Broken or Hanging Branch,CSR18-00339694,4,7,FY2019,1,1
18-394912,Tree Issue ROW/leaning tree/6308 SPICEWOOD SPRINGS RD,Closed,SBO Trees,Forestry,10/08/2018 08:17:49 AM,6201 YAUPON DR,10/08/2018 12:00:00 PM,3.703,ROW Trees,Investigate Work Request,CSR18-00339698,4,10,FY2019,1,1
18-394976,"Debris in Street/cement/1210 WOODLAND AVE,",Closed,SBO District South,District Maintenance,10/08/2018 08:23:55 AM,1208 WOODLAND AVE,10/08/2018 12:01:40 PM,3.629,Street Surface Assets,Obstruction,CSR18-00339707,2,9,FY2019,1,1
18-394974,"INVESTIGATION/Debris in street//limb/4600 SPEEDWAY,",Closed,SBO District Central,District Maintenance,10/08/2018 08:53:37 AM,4600 SPEEDWAY,10/08/2018 09:45:00 AM,0.856,ROW Trees,Investigate Work Request,CSR18-00339769,2,9,FY2019,1,1
18-394970,Debris in Street/glass/ E 5TH ST & CONGRESS AVE,Closed,SBO District Central,District Maintenance,10/08/2018 09:09:51 AM,500 CONGRESS AVE,10/08/2018 10:15:00 AM,1.086,Street Surface Assets,Debris in Street,CSR18-00339793,2,9,FY2019,1,1
18-394969,"Tree Issue ROW/limb/7701 SCENIC BROOK DR,",Closed,SBO Trees,Forestry,10/08/2018 09:21:55 AM,7701 SCENIC BROOK DR,10/09/2018 01:15:00 PM,27.885,ROW Trees,Investigate Work Request,CSR18-00339817,3,8,FY2019,1,1
18-394973,Tree Issue ROW/tree/5617 SHOAL CREEK BLVD,Closed,SBO Trees,Forestry,10/08/2018 09:28:25 AM,5617 SHOAL CREEK BLVD,10/08/2018 11:15:00 AM,1.776,ROW Trees,Investigate Work Request,CSR18-00339825,2,7,FY2019,1,1
18-395008,"Debris in Street/glass/ 8104 DOWLING CV,",Closed,SBO District South,District Maintenance,10/08/2018 09:42:01 AM,8104 DOWLING CV,10/08/2018 10:42:19 AM,1.005,Street Surface Assets,Debris in Street,CSR18-00339858,2,5,FY2019,1,1
18-395007,Debris in Street/glass/1200 W HOWARD LN,Closed,SBO District North,District Maintenance,10/08/2018 09:47:49 AM,1200 W HOWARD LN,10/08/2018 10:45:00 AM,0.953,Street Surface Assets,Debris in Street,CSR18-00339870,4,7,FY2019,1,1
18-395006,"Debris in Street/trash/ 2401 LONGVIEW ST,",Closed,SBO District Central,District Maintenance,10/08/2018 09:53:08 AM,2401 LONGVIEW ST,10/08/2018 10:30:00 AM,0.614,Street Surface Assets,Debris in Street,CSR18-00339882,2,9,FY2019,1,1
18-395039,"Obstruction in ROW/bushes/ 813 E 8TH ST,",Closed,SBO Trees,Forestry,10/08/2018 10:17:50 AM,813 E 8TH ST,12/19/2018 10:15:00 AM,1728.953,ROW Trees,Investigate Work Request,CSR18-00339936,2,1,FY2019,1,0
18-395207,Alley & Unpaved Street Maintenance/Fallen/1915 E Martin Luther King Jr Blvd,Closed,SBO District Central,District Maintenance,10/08/2018 11:24:50 AM,1915 E MARTIN LUTHER KING JR BLVD,10/11/2018 12:15:00 PM,72.836,ROW Trees,Equipment or Vehicle Clearance,CSR18-00340084,2,1,FY2019,1,0
18-395242,"Tree Issue ROW/low limb/LAVACA ST & W 12TH ST,",Closed,SBO Trees,Forestry,10/08/2018 11:48:12 AM,1220 LAVACA ST,11/19/2018 12:15:00 PM,1009.447,ROW Trees,Investigate Work Request,CSR18-00340136,2,9,FY2019,1,0
18-395238,"Mowing Medians/high grass/BALCONES DR & NORTH HILLS DR,",Closed,SBO Vegetation Management,Forestry,10/08/2018 01:12:14 PM,6300 1/2 BALCONES DR,11/28/2018 05:48:49 AM,1217.61,ROW Vegetation,Investigate Work Request,CSR18-00340315,2,10,FY2019,1,0
18-395305,Tree Issue ROW/low limbs/BARCLAY DR & WILD BRIAR PASS,Closed,SBO Trees,Forestry,10/08/2018 02:19:04 PM,1308 BARCLAY DR,11/02/2018 10:30:00 AM,596.182,ROW Trees,Investigate Work Request,CSR18-00340435,2,8,FY2019,1,0
18-395368,Tree Issue ROW/Broken/1628 Woodward St,Closed,SBO Trees,Forestry,10/08/2018 03:07:34 PM,1628 1/2 WOODWARD ST,10/09/2018 08:15:00 AM,17.124,ROW Trees,Investigate Work Request,CSR18-00340526,2,3,FY2019,1,1
18-395370,Tree Issue ROW/Low/6302 Mesa Dr,Closed,SBO Trees,Forestry,10/08/2018 03:25:13 PM,6302 MESA DR,11/08/2018 12:00:00 AM,729.58,ROW Trees,Investigate Work Request,CSR18-00340570,2,10,FY2019,1,0
18-395400,Debris /Hazardous/West Ave & W 31st St,Closed,SBO District North,District Maintenance,10/08/2018 03:43:04 PM,804 W 31ST ST,10/08/2018 05:00:00 PM,1.282,Street Surface Assets,Debris in Street,CSR18-00340612,2,9,FY2019,1,1
18-395430,Tree Issue ROW/low/romeria dr & arroyo seco,Closed,SBO Trees,Forestry,10/08/2018 04:09:08 PM,1701 ROMERIA DR,11/06/2018 12:00:00 AM,680.848,ROW Trees,Investigate Work Request,CSR18-00340656,2,7,FY2019,1,0
18-396066,OBSTRUCTION IN ROW--BUSHES--W 35TH ST & KING ST,Closed,SBO Vegetation Management,Forestry,10/08/2018 04:26:50 PM,3404 KING ST,12/19/2018 02:00:00 PM,1726.553,ROW Vegetation,Investigate Work Request,CSR18-00340695,2,9,FY2019,1,0
